date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:03	35445/35445	---M--	200	added ('OK')	application/javascript	date:Tue,%2009%20Mar%202021%2009:43:40%20GMT	https://labartisan.net/demo/constol/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/isotope.pkgd.min.js	(from https://labartisan.net/demo/constol/index.html)
13:16:04	1960/1960	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Jan%202022%2009:26:54%20GMT	https://labartisan.net/demo/constol/assets/js/viewport.jquery.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/viewport.jquery.js	(from https://labartisan.net/demo/constol/index.html)
13:16:04	10264/10264	---M--	200	added ('OK')	application/javascript	date:Fri,%2007%20Jan%202022%2009:03:06%20GMT	https://labartisan.net/demo/constol/assets/js/odometer.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/odometer.min.js	(from https://labartisan.net/demo/constol/index.html)
13:16:04	53967/53967	---M--	200	added ('OK')	application/javascript	date:Fri,%2008%20Apr%202022%2004:14:08%20GMT	https://labartisan.net/demo/constol/assets/js/lightcase.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/lightcase.js	(from https://labartisan.net/demo/constol/index.html)
13:16:05	15553/15553	---M--	200	added ('OK')	application/javascript	date:Tue,%2004%20Oct%202022%2017:37:12%20GMT	https://labartisan.net/demo/constol/assets/js/functions.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/functions.js	(from https://labartisan.net/demo/constol/index.html)
13:16:05	105536/105536	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-brands-400.woff2	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:06	23940/23940	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-regular-400.woff2	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:06	181852/181852	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-brands-400.ttf	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:06	60520/60520	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-regular-400.ttf	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:07	154228/154228	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-solid-900.woff2	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:07	4960/4960	---M--	200	added ('OK')	font/woff2	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-v4compatibility.woff2	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-v4compatibility.woff2	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:07	388460/388460	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-solid-900.ttf	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:07	10556/10556	---M--	200	added ('OK')	font/ttf	date:Wed,%2023%20Mar%202022%2007:08:02%20GMT	https://labartisan.net/demo/constol/assets/webfonts/fa-v4compatibility.ttf	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/webfonts/fa-v4compatibility.ttf	(from https://labartisan.net/demo/constol/assets/css/all.min.css)
13:16:08	5840/5840	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2012%20Mar%202018%2010:00:00%20GMT	https://labartisan.net/demo/constol/assets/fonts/lightcase.eot?55356177	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/fonts/lightcaseeead.eot	(from https://labartisan.net/demo/constol/assets/css/lightcase.css)
13:16:08	3160/3160	---M--	200	added ('OK')	font/woff	date:Mon,%2012%20Mar%202018%2010:00:00%20GMT	https://labartisan.net/demo/constol/assets/fonts/lightcase.woff?55356177	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/fonts/lightcaseeead.woff	(from https://labartisan.net/demo/constol/assets/css/lightcase.css)
13:16:08	5668/5668	---M--	200	added ('OK')	font/ttf	date:Mon,%2012%20Mar%202018%2010:00:00%20GMT	https://labartisan.net/demo/constol/assets/fonts/lightcase.ttf?55356177	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/fonts/lightcaseeead.ttf	(from https://labartisan.net/demo/constol/assets/css/lightcase.css)
13:16:08	2782/2782	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2012%20Mar%202018%2010:00:00%20GMT	https://labartisan.net/demo/constol/assets/fonts/lightcase.svg?55356177	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/fonts/lightcaseeead.svg	(from https://labartisan.net/demo/constol/assets/css/lightcase.css)
13:16:09	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Sep%202023%2017:16:08%20GMT	https://labartisan.net/demo/constol/assets/images/title-shape.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/title-shape.png	(from https://labartisan.net/demo/constol/assets/css/style.css)
13:16:09	1336/1336	---M--	200	added ('OK')	image/png	date:Sun,%2024%20Jul%202022%2008:55:38%20GMT	https://labartisan.net/demo/constol/assets/images/about/shape.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/shape.png	(from https://labartisan.net/demo/constol/assets/css/style.css)
13:16:10	115715/115715	---M--	200	added ('OK')	image/jpeg	date:Thu,%2028%20Jul%202022%2008:11:36%20GMT	https://labartisan.net/demo/constol/assets/images/bg/pageheader.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/bg/pageheader.jpg	(from https://labartisan.net/demo/constol/assets/css/style.css)
13:16:10	4065/4065	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2017:58:34%20GMT	https://labartisan.net/demo/constol/assets/images/header/logo/logo2.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/header/logo/logo2.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:10	1518/1518	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2017:57:10%20GMT	https://labartisan.net/demo/constol/assets/images/header/icon/03.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/header/icon/03.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:10	1169/1169	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2017:57:18%20GMT	https://labartisan.net/demo/constol/assets/images/header/icon/04.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/header/icon/04.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:10	1520/1520	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2017:57:28%20GMT	https://labartisan.net/demo/constol/assets/images/header/icon/05.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/header/icon/05.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:12	340048/340048	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2018:42:46%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/02.jpg	(from https://labartisan.net/demo/constol/index-2.html)
13:16:12	2665/2665	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:02:04%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/04.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/04.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:12	3626/3626	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:02:12%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/05.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/05.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:13	4454/4454	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:02:22%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/06.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/06.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:13	688050/688050	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2018:55:30%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/03.jpg	(from https://labartisan.net/demo/constol/index-2.html)
13:16:13	3129/3129	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:02:32%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/07.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/07.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:13	3303/3303	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:32:12%20GMT	https://labartisan.net/demo/constol/assets/images/about/author/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/author/01.jpg	(from https://labartisan.net/demo/constol/index-2.html)
13:16:14	107666/107666	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2019:35:18%20GMT	https://labartisan.net/demo/constol/assets/images/about/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/04.jpg	(from https://labartisan.net/demo/constol/index-2.html)
13:16:15	32441/32441	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:45:24%20GMT	https://labartisan.net/demo/constol/assets/images/about/05.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/05.jpg	(from https://labartisan.net/demo/constol/index-2.html)
13:16:16	2400/2400	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:14:00%20GMT	https://labartisan.net/demo/constol/assets/images/service/icon/01.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/icon/01.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:16	1532/1532	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:14:12%20GMT	https://labartisan.net/demo/constol/assets/images/service/icon/02.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/icon/02.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:16	1881/1881	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:14:32%20GMT	https://labartisan.net/demo/constol/assets/images/service/icon/03.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/icon/03.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:16	2041/2041	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:14:42%20GMT	https://labartisan.net/demo/constol/assets/images/service/icon/04.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/icon/04.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:17	1448/1448	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:15:00%20GMT	https://labartisan.net/demo/constol/assets/images/service/icon/05.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/icon/05.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:17	1075/1075	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:15:12%20GMT	https://labartisan.net/demo/constol/assets/images/service/icon/06.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/icon/06.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:17	72778/72778	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:44:24%20GMT	https://labartisan.net/demo/constol/assets/images/project/06.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/06.jpg	(from https://labartisan.net/demo/constol/index-2.html)
13:16:18	3665/3665	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:16:50%20GMT	https://labartisan.net/demo/constol/assets/images/specialtie/01.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/specialtie/01.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:18	149829/149829	---M--	200	added ('OK')	image/jpeg	date:Fri,%2016%20Sep%202022%2004:02:10%20GMT	https://labartisan.net/demo/constol/assets/images/bg/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/bg/03.jpg	(from https://labartisan.net/demo/constol/index-2.html)
13:16:18	2794/2794	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:17:00%20GMT	https://labartisan.net/demo/constol/assets/images/specialtie/02.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/specialtie/02.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:19	2789/2789	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:17:10%20GMT	https://labartisan.net/demo/constol/assets/images/specialtie/03.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/specialtie/03.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:19	2689/2689	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:17:18%20GMT	https://labartisan.net/demo/constol/assets/images/specialtie/04.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/specialtie/04.png	(from https://labartisan.net/demo/constol/index-2.html)
13:16:24	716371/716371	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2022:04:50%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/03-d2.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/03-d2.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:25	1031844/1031844	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2022:06:42%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/03-d3.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/03-d3.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:25	978/978	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:05:06%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/08.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/08.png	(from https://labartisan.net/demo/constol/index-3.html)
13:16:25	1448/1448	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:05:14%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/09.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/09.png	(from https://labartisan.net/demo/constol/index-3.html)
13:16:26	2174/2174	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:05:24%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/10.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/10.png	(from https://labartisan.net/demo/constol/index-3.html)
13:16:26	514379/514379	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2022:08:46%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/03-d4.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/03-d4.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:26	101619/101619	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:22:24%20GMT	https://labartisan.net/demo/constol/assets/images/about/06.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/06.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:26	22370/22370	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:45:12%20GMT	https://labartisan.net/demo/constol/assets/images/about/07.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/07.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:27	79726/79726	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:50:32%20GMT	https://labartisan.net/demo/constol/assets/images/project/07.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/07.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:27	62379/62379	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:50:12%20GMT	https://labartisan.net/demo/constol/assets/images/project/08.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/08.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:27	78819/78819	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:49:50%20GMT	https://labartisan.net/demo/constol/assets/images/project/09.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/09.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:28	67657/67657	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:43:14%20GMT	https://labartisan.net/demo/constol/assets/images/project/10.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/10.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:28	70007/70007	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:43:02%20GMT	https://labartisan.net/demo/constol/assets/images/project/11.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/11.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:29	532267/532267	---M--	200	added ('OK')	image/jpeg	date:Tue,%2026%20Jul%202022%2004:32:16%20GMT	https://labartisan.net/demo/constol/assets/images/bg/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/bg/04.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:29	3173/3173	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:32:30%20GMT	https://labartisan.net/demo/constol/assets/images/testimonial/reviwer/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/testimonial/reviwer/03.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:29	141327/141327	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:31:16%20GMT	https://labartisan.net/demo/constol/assets/images/testimonial/video/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/testimonial/video/01.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:29	3323/3323	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:32:46%20GMT	https://labartisan.net/demo/constol/assets/images/testimonial/reviwer/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/testimonial/reviwer/04.jpg	(from https://labartisan.net/demo/constol/index-3.html)
13:16:30	1449/1449	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:19:14%20GMT	https://labartisan.net/demo/constol/assets/images/work/icon/05.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/work/icon/05.png	(from https://labartisan.net/demo/constol/index-3.html)
13:16:30	1973/1973	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:19:36%20GMT	https://labartisan.net/demo/constol/assets/images/work/icon/06.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/work/icon/06.png	(from https://labartisan.net/demo/constol/index-3.html)
13:16:30	2072/2072	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:19:50%20GMT	https://labartisan.net/demo/constol/assets/images/work/icon/07.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/work/icon/07.png	(from https://labartisan.net/demo/constol/index-3.html)
13:16:30	2041/2041	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:19:56%20GMT	https://labartisan.net/demo/constol/assets/images/work/icon/08.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/work/icon/08.png	(from https://labartisan.net/demo/constol/index-3.html)
13:16:30	1454/1454	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2017:57:46%20GMT	https://labartisan.net/demo/constol/assets/images/header/icon/06.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/header/icon/06.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:31	1258/1258	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2017:57:56%20GMT	https://labartisan.net/demo/constol/assets/images/header/icon/07.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/header/icon/07.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:32	2411/2411	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:06:34%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/11.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/11.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:32	481997/481997	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2019:26:46%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/04-d3.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/04-d3.jpg	(from https://labartisan.net/demo/constol/index-4.html)
13:16:32	2581/2581	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:06:44%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/12.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/12.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:32	358648/358648	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2019:07:14%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/04-d2.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/04-d2.jpg	(from https://labartisan.net/demo/constol/index-4.html)
13:16:33	2162/2162	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:06:54%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/13.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/13.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:33	548014/548014	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2019:17:58%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/04.jpg	(from https://labartisan.net/demo/constol/index-4.html)
13:16:33	1446/1446	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:07:08%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/14.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/14.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:33	1093/1093	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:07:18%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/15.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/15.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:33	1548/1548	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:07:30%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/16.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/16.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:34	2015/2015	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:10:02%20GMT	https://labartisan.net/demo/constol/assets/images/about/icon/04.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/icon/04.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:34	2617/2617	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:10:12%20GMT	https://labartisan.net/demo/constol/assets/images/about/icon/05.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/icon/05.png	(from https://labartisan.net/demo/constol/index-4.html)
13:16:35	78740/78740	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:25:48%20GMT	https://labartisan.net/demo/constol/assets/images/about/08.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/08.jpg	(from https://labartisan.net/demo/constol/index-4.html)
13:16:35	32924/32924	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:25:28%20GMT	https://labartisan.net/demo/constol/assets/images/about/09.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/09.jpg	(from https://labartisan.net/demo/constol/index-4.html)
13:16:35	39527/39527	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:45:00%20GMT	https://labartisan.net/demo/constol/assets/images/about/10.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/10.jpg	(from https://labartisan.net/demo/constol/index-4.html)
13:16:36	58775/58775	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:38:04%20GMT	https://labartisan.net/demo/constol/assets/images/service/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/04.jpg	(from https://labartisan.net/demo/constol/index-4.html)
13:16:37	67183/67183	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:37:52%20GMT	https://labartisan.net/demo/constol/assets/images/service/05.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/05.jpg	(from https://labartisan.net/demo/constol/index-4.html)
